id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
19608,36,1,1,6,1,1,1,0,7,5,1070,2,359,2,2,1.4,91.11,-48.14,1.83,5043.29,0.0
19609,77,8,3,2,0,2,0,0,12,2,3313,50,681,1,0,-3.4,92.86,-38.8,4.61,4865.62,1.0
19610,30,2,3,2,1,1,1,0,4,4,136,3,908,0,0,-1.8,92.26,-45.72,3.47,5113.43,0.0
19611,47,2,2,2,1,1,1,1,6,5,27,1,1009,0,0,1.4,95.03,-41.88,4.96,5092.16,0.0
19612,39,10,2,7,1,2,1,0,11,3,226,1,983,0,0,-0.1,90.31,-43.59,3.95,5258.14,0.0
19613,46,1,2,3,1,1,1,1,3,1,2979,5,199,2,0,-1.8,91.15,-35.08,1.24,5226.24,0.0
19614,33,10,2,4,1,1,1,1,6,5,2549,1,716,2,1,1.4,93.08,-43.56,4.33,4752.36,0.0
19615,22,8,1,5,1,1,1,1,6,3,2580,9,861,5,0,1.4,93.73,-34.04,2.75,5099.08,0.0
19616,30,2,2,4,1,2,1,1,5,1,171,1,993,0,0,1.1,97.09,-37.96,4.77,5424.59,0.0
19617,51,10,2,7,1,2,1,0,8,2,432,2,949,0,0,1.4,97.46,-37.5,4.95,5311.74,0.0
19618,47,2,2,3,0,2,1,0,8,1,116,1,1039,0,0,1.4,95.68,-34.36,4.9,5343.11,0.0
19619,46,8,2,5,1,2,2,0,5,3,159,5,965,0,0,-1.8,96.7,-48.0,1.24,5252.07,0.0
19620,35,10,1,6,1,2,1,0,8,2,2888,1,546,3,0,1.4,94.67,-35.73,3.09,5203.27,0.0
19621,30,8,2,5,1,2,1,1,5,3,612,1,747,3,1,1.1,90.16,-35.21,4.24,5238.24,0.0
19622,35,1,1,5,1,1,1,1,5,5,2296,0,376,2,1,1.1,89.57,-43.07,1.29,5377.79,0.0
19623,25,0,1,5,1,0,0,1,11,4,964,43,240,4,1,-0.1,94.43,-27.43,4.29,5092.08,1.0
19624,29,5,1,6,1,1,1,0,11,4,190,4,1016,1,1,-0.1,93.75,-40.74,3.9,5013.94,0.0
19625,58,2,2,4,0,2,1,0,11,5,57,7,989,1,1,-0.1,90.03,-42.79,4.04,5133.45,0.0
19626,65,8,0,7,0,1,0,1,9,1,3103,3,31,5,1,-1.8,96.25,-50.28,1.4,4900.18,1.0
19627,56,1,2,5,1,2,1,1,5,3,72,0,973,0,0,1.1,95.3,-37.45,4.87,4936.64,0.0
19628,49,8,2,2,1,1,1,0,5,2,167,4,145,1,2,-1.8,92.07,-45.4,2.93,5075.07,0.0
19629,29,1,1,6,1,2,1,0,8,2,159,2,955,0,0,1.4,92.88,-36.53,5.09,5233.32,0.0
19630,29,1,2,5,1,2,1,1,5,2,245,0,968,0,0,1.1,95.77,-36.54,4.79,5222.14,0.0
19631,41,2,2,3,0,2,1,0,5,4,656,1,742,5,2,-1.8,96.99,-30.65,3.58,5327.03,0.0
19632,44,1,2,4,1,1,1,0,11,4,170,0,954,0,0,-0.1,92.82,-42.16,3.94,5232.17,0.0
19633,24,2,2,4,1,2,1,1,5,5,361,1,1023,0,0,1.1,95.59,-37.89,4.93,5414.21,0.0
19634,38,5,2,6,1,1,1,0,8,1,176,1,1031,0,0,1.4,97.36,-34.65,4.85,5066.02,0.0
19635,27,2,1,4,1,2,1,0,5,3,4508,1,676,4,0,-1.8,94.02,-40.67,0.8,5162.35,0.0
19636,33,1,2,6,0,2,1,1,6,1,4170,2,676,0,1,1.4,90.53,-34.14,2.09,4953.3,0.0
19637,36,8,2,5,1,1,1,1,5,4,272,1,962,0,0,1.1,98.69,-37.12,5.01,5066.41,0.0
19638,47,2,2,4,1,1,1,1,5,2,190,3,1016,0,0,1.1,91.17,-38.22,4.83,4978.16,0.0
19639,37,1,1,5,1,2,2,1,6,2,1992,3,423,2,0,1.4,92.52,-37.37,1.52,5170.9,0.0
19640,56,1,3,5,1,1,1,0,9,2,4834,1,558,2,2,-1.1,93.52,-45.8,1.69,5350.37,1.0
19641,31,2,2,5,1,1,1,0,7,1,18,2,945,4,2,1.4,93.62,-48.09,2.07,5105.48,0.0
19642,27,8,1,5,1,1,1,1,5,4,1933,1,30,6,1,-1.8,89.17,-39.21,4.22,5372.76,0.0
19643,33,10,1,5,1,1,1,1,5,1,973,1,433,5,2,1.1,90.02,-28.83,4.77,4895.04,0.0
19644,47,4,2,2,1,2,1,0,8,5,200,1,954,0,0,1.4,91.85,-36.24,5.07,5029.43,0.0
19645,27,10,1,7,1,2,2,0,5,3,93,2,1036,1,1,-1.8,96.05,-46.1,1.27,5211.28,0.0
19646,36,8,2,5,1,1,2,1,5,5,273,0,957,0,0,1.1,93.61,-36.83,4.99,5424.59,0.0
19647,47,2,2,2,0,2,1,1,5,3,59,0,1020,0,0,1.1,97.75,-37.41,4.8,5440.16,0.0
19648,30,1,1,5,1,1,2,0,7,3,4548,2,923,5,2,1.4,94.36,-40.18,1.47,5120.91,0.0
19649,50,3,2,3,0,1,1,0,7,5,134,3,975,0,0,1.4,97.01,-40.86,5.09,5071.25,0.0
19650,45,8,2,5,0,2,1,0,8,4,125,3,983,0,0,1.4,96.71,-37.36,4.92,5322.2,0.0
19651,27,2,2,4,0,2,1,1,4,5,255,0,1011,0,0,-1.8,96.14,-47.33,1.46,4930.82,0.0
19652,34,1,2,6,1,2,2,0,8,2,76,2,1038,0,0,1.4,92.22,-35.34,4.71,5217.64,0.0
19653,47,7,3,5,1,1,1,0,9,5,275,2,996,1,1,-3.4,92.19,-28.84,0.78,5057.64,1.0
19654,33,5,1,6,0,2,1,0,5,1,276,4,487,5,2,-1.8,94.7,-37.65,1.67,4989.6,0.0
19655,21,9,1,5,1,1,1,0,4,1,17,4,461,6,1,-1.8,96.59,-42.83,3.17,4815.69,0.0
19656,34,11,2,2,1,2,1,1,5,3,170,1,1033,0,0,1.1,95.4,-37.63,4.87,5113.13,0.0
19657,41,2,2,2,1,2,1,0,4,4,176,1,979,2,1,-1.8,91.49,-44.79,1.41,4981.82,0.0
19658,46,10,0,1,0,0,0,1,6,2,363,23,1008,1,1,-1.8,97.07,-44.99,1.22,5063.4,1.0
19659,46,7,2,7,1,2,1,1,5,2,274,0,1007,0,0,1.1,96.43,-35.81,4.7,5014.5,0.0
19660,50,1,3,7,1,1,1,0,5,3,2101,1,422,1,1,-1.8,91.52,-45.67,1.38,5278.75,0.0
19661,29,2,1,4,1,2,2,0,5,2,1666,3,658,5,2,-1.8,89.66,-48.5,5.07,5300.48,1.0
19662,56,3,1,0,2,2,0,1,12,5,670,24,956,0,0,1.1,97.47,-34.83,5.09,5201.38,1.0
19663,38,2,2,3,1,2,1,1,5,5,485,3,819,5,1,1.1,90.47,-51.32,4.42,4783.07,0.0
19664,45,1,3,5,1,1,1,0,7,2,286,0,1033,0,0,-2.9,88.67,-33.63,1.07,5010.2,0.0
19665,27,2,2,4,1,2,1,0,7,1,508,1,983,0,0,1.4,92.03,-43.29,4.85,5301.29,0.0
19666,58,6,1,5,1,0,0,1,5,1,1241,0,997,0,0,1.1,91.17,-35.41,4.65,5305.2,0.0
19667,47,3,2,6,1,2,1,0,11,2,1414,1,553,2,0,-0.1,94.23,-49.97,2.63,5008.52,0.0
19668,38,8,2,5,1,1,1,1,6,5,144,3,1040,0,0,1.4,95.88,-42.92,4.73,5055.57,0.0
19669,50,2,2,4,1,2,1,0,5,4,107,0,1025,1,1,-1.8,89.54,-45.69,1.3,5195.98,0.0
19670,53,10,2,5,1,2,1,0,7,5,4742,2,310,1,0,-2.9,88.5,-44.28,1.28,5212.16,0.0
19671,44,1,1,6,1,1,1,0,5,2,136,2,964,0,0,-1.8,91.31,-46.89,1.28,5027.71,0.0
19672,39,1,2,5,1,0,0,1,5,3,23,15,1013,0,0,1.1,94.55,-34.83,4.61,5409.02,0.0
19673,28,2,2,5,0,2,1,0,7,3,149,1,853,4,2,1.4,88.7,-36.65,1.72,5175.89,0.0
19674,32,10,2,5,1,1,2,0,6,5,110,3,1046,1,1,-2.9,89.33,-41.77,1.24,5192.95,0.0
19675,42,10,2,7,1,1,1,1,5,1,723,1,1006,0,0,1.1,91.55,-36.47,4.78,5383.06,0.0
19676,52,2,2,2,0,2,1,1,5,5,113,4,1037,0,0,1.1,94.65,-37.81,4.92,5180.61,0.0
19677,89,11,3,7,1,2,2,1,9,3,424,1,970,0,0,1.4,92.85,-42.05,5.16,5369.25,0.0
19678,34,5,2,6,1,1,2,0,5,1,53,4,672,3,0,-1.8,94.06,-44.64,2.63,4811.96,0.0
19679,30,1,1,6,1,1,1,0,7,4,618,2,937,1,0,1.4,95.3,-36.86,2.86,5294.41,0.0
19680,23,8,1,5,1,1,1,1,7,1,841,3,974,0,0,1.4,90.91,-42.05,5.13,5128.76,0.0
19681,43,0,2,6,1,2,1,0,5,4,265,0,1014,1,1,-1.8,91.62,-41.72,0.68,5249.11,0.0
19682,35,2,2,2,1,2,1,0,5,1,1773,1,205,6,0,-1.8,93.28,-26.78,4.16,5219.64,0.0
19683,32,10,1,5,1,2,1,1,5,3,238,2,953,0,0,1.1,97.47,-37.49,4.83,5206.57,0.0
19684,44,5,2,2,0,2,1,1,5,1,221,1,972,0,0,1.1,94.74,-35.89,4.7,5149.47,0.0
19685,39,2,2,5,0,2,1,1,5,1,4353,0,684,2,0,1.1,95.59,-44.0,1.56,4957.11,0.0
19686,52,5,2,6,0,1,1,1,5,2,147,1,1038,0,0,1.1,92.58,-37.52,4.66,5388.25,0.0
19687,41,2,3,0,0,1,1,0,4,3,148,1,1036,0,0,-1.8,89.91,-45.63,1.47,5180.68,0.0
19688,46,5,3,6,1,1,1,1,5,5,66,1,1012,0,0,1.1,97.56,-37.45,4.9,5237.71,0.0
19689,29,1,2,6,1,2,1,0,5,2,3202,0,55,0,2,-1.8,88.93,-46.3,4.85,5186.02,0.0
19690,29,2,2,4,1,1,1,0,5,3,124,0,1002,0,0,-1.8,88.34,-48.04,1.33,4976.72,0.0
19691,67,6,2,4,1,2,1,0,9,3,70,0,5,1,2,-3.4,96.62,-28.93,0.76,4796.72,0.0
19692,45,2,3,4,1,2,1,1,6,1,4217,0,99,6,0,1.4,94.59,-34.87,0.88,5096.2,0.0
19693,50,10,2,4,0,2,1,0,7,3,118,16,1006,0,0,1.4,90.63,-44.36,4.93,5484.27,0.0
19694,37,1,3,5,1,2,1,0,6,3,1392,1,1032,1,1,-2.9,88.4,-40.14,1.29,5096.5,0.0
19695,53,5,3,7,1,2,1,0,5,1,3536,3,927,6,1,-1.8,95.51,-48.33,1.52,4932.14,0.0
19696,34,2,3,5,1,1,1,0,8,4,1006,0,553,3,1,-2.9,96.63,-48.34,2.38,4885.48,1.0
19697,45,2,2,3,1,2,1,0,4,1,163,1,996,1,1,-1.8,97.17,-45.21,1.34,5150.09,0.0
19698,86,5,1,5,0,2,0,0,6,1,61,9,1044,0,0,1.4,94.93,-35.77,5.1,5191.5,0.0
19699,32,1,2,5,1,1,1,1,10,2,101,0,1028,0,0,-0.1,94.82,-40.19,4.75,5097.07,1.0
19700,24,2,2,4,1,1,1,0,7,4,2607,5,594,5,1,1.4,92.61,-48.78,2.29,5074.21,0.0
19701,21,8,1,5,1,1,1,0,5,5,2899,4,66,2,1,-1.8,91.13,-44.04,2.75,4751.14,0.0
19702,26,2,1,2,0,1,2,1,5,3,177,1,1031,0,0,1.1,97.37,-37.45,4.83,5227.33,0.0
19703,97,11,1,1,2,0,0,1,10,4,217,34,2,3,2,-3.4,89.12,-30.64,0.72,5107.81,0.0
19704,55,1,2,6,0,2,1,1,5,1,495,2,982,0,0,1.1,96.71,-37.41,4.72,5123.51,0.0
19705,25,3,1,6,1,1,2,0,7,2,289,2,1008,0,0,1.4,94.76,-41.67,4.98,5066.02,0.0
19706,46,8,2,5,0,0,0,1,5,1,71,1,1000,0,0,1.1,91.92,-35.3,4.89,5440.16,0.0
19707,48,8,2,5,0,1,1,0,8,4,137,0,987,0,0,1.4,96.99,-35.37,4.86,5170.59,0.0
19708,33,10,2,0,1,2,1,0,11,2,74,1,370,6,1,-1.1,95.65,-28.69,4.95,4945.5,0.0
19709,36,10,1,5,1,2,1,0,8,3,133,0,968,0,0,1.4,93.44,-37.79,4.8,5458.13,0.0
19710,31,1,2,6,1,1,1,0,11,4,4440,4,588,3,2,-0.1,97.45,-33.92,1.95,5298.35,0.0
19711,32,7,1,6,1,1,1,0,5,1,2862,1,126,6,1,-1.8,95.5,-50.45,2.91,5052.65,0.0
19712,32,1,1,5,1,1,1,1,5,1,2703,3,111,0,1,1.1,90.54,-44.25,1.66,4981.39,0.0
19713,33,1,2,5,1,2,2,0,7,3,3356,1,426,2,1,1.4,91.39,-29.3,2.72,5036.97,0.0
19714,66,6,2,7,1,1,1,0,3,2,180,1,1046,1,1,-1.8,95.04,-33.23,0.66,4998.68,1.0
19715,38,1,2,6,1,2,1,1,6,4,145,6,958,0,0,1.4,98.33,-40.62,5.13,5348.34,0.0
19716,42,2,2,0,1,1,2,1,5,5,253,4,967,0,0,1.1,89.67,-37.23,4.81,5403.83,0.0
19717,38,10,2,6,1,1,2,0,11,2,4613,1,518,5,1,-0.1,91.59,-47.72,4.27,5266.82,1.0
19718,41,2,2,3,0,1,1,1,5,4,4868,2,314,3,2,1.1,87.95,-36.22,2.42,4917.92,0.0
19719,49,11,2,5,1,1,1,0,9,3,171,0,962,1,1,-3.4,94.04,-29.85,0.73,4977.35,0.0
19720,17,9,1,4,1,2,1,0,8,2,2780,1,449,2,0,-2.9,95.27,-37.63,3.04,5430.63,1.0
19721,36,3,3,5,0,1,1,0,7,3,516,3,1046,0,0,1.4,93.63,-41.16,4.83,5259.46,0.0
19722,41,8,3,5,1,2,1,0,7,2,257,2,949,0,0,1.4,98.05,-43.42,4.94,5222.87,0.0
19723,28,2,1,4,0,2,1,0,7,2,715,1,987,0,0,1.4,91.1,-41.07,5.11,5181.04,0.0
19724,39,2,2,4,1,2,1,1,10,5,110,0,1012,0,0,-0.1,89.1,-41.28,5.05,5278.93,1.0
19725,40,1,2,6,1,2,2,1,6,2,182,0,1043,0,0,1.4,91.72,-41.71,4.67,5076.48,0.0
19726,51,2,2,2,1,2,1,1,5,3,1054,3,996,0,0,1.1,98.22,-35.89,4.72,4957.4,0.0
19727,31,10,1,7,1,2,1,1,8,5,102,1,989,1,1,-2.9,91.73,-32.18,0.83,4852.84,0.0
19728,65,6,3,2,1,1,1,0,3,3,77,0,962,0,0,-1.8,93.4,-48.5,1.6,4849.24,0.0
19729,28,2,1,3,1,2,2,1,6,5,182,1,1021,0,0,1.4,97.39,-41.88,5.08,5113.08,0.0
19730,33,8,1,0,1,1,2,0,7,4,899,1,14,0,2,-1.7,96.5,-43.12,4.49,5295.36,1.0
19731,44,1,2,6,1,2,2,0,8,4,544,0,435,4,0,1.4,92.28,-47.72,1.51,4861.85,0.0
19732,48,8,3,4,1,2,1,1,5,2,3833,1,54,3,0,1.1,94.97,-48.82,3.22,5047.25,0.0
19733,32,1,1,6,1,2,2,0,9,2,190,0,1013,0,0,-1.1,92.5,-35.77,0.91,5003.3,1.0
19734,31,10,2,6,1,1,1,0,4,1,355,1,954,0,0,-1.8,90.93,-45.16,1.36,4925.73,0.0
19735,50,1,2,4,1,2,1,0,4,4,3875,2,227,4,2,-1.8,96.26,-43.39,2.99,5056.79,1.0
19736,37,8,1,5,1,1,2,0,7,2,251,4,1001,0,0,1.4,97.86,-41.71,5.02,5076.48,0.0
19737,47,2,2,4,0,2,1,0,8,2,58,4,1012,0,0,1.4,91.01,-36.02,5.21,5243.78,0.0
19738,49,2,2,0,0,2,1,0,7,1,372,2,1037,0,0,1.4,93.07,-41.84,5.18,5149.67,0.0
19739,39,5,2,6,1,2,1,0,11,1,49,0,964,0,0,-0.1,94.69,-40.44,4.38,5455.59,0.0
19740,31,1,1,6,1,2,1,0,5,1,440,4,978,0,0,-1.8,95.02,-45.64,1.38,5257.17,1.0
19741,53,9,3,0,1,2,1,1,4,2,48,41,978,0,0,-0.1,88.72,-41.41,4.0,5159.42,0.0
19742,43,10,1,7,1,0,0,0,4,1,77,1,997,0,0,-1.8,97.44,-46.34,1.38,5328.55,0.0
19743,30,10,2,6,1,1,1,0,8,5,169,1,1020,0,0,1.4,93.44,-35.52,4.84,5348.34,0.0
19744,40,5,2,5,1,1,1,1,5,5,212,0,1005,0,0,1.1,95.4,-34.72,4.68,5445.35,0.0
19745,53,10,2,7,0,2,1,1,6,3,57,0,990,0,0,1.4,95.22,-41.8,5.1,5102.62,0.0
19746,34,2,2,3,0,1,1,1,5,4,31,0,1030,0,0,1.1,97.94,-36.72,5.06,5424.59,0.0
19747,44,0,0,1,2,0,0,0,6,3,83,47,1019,0,0,1.1,90.7,-37.34,4.84,4952.21,1.0
19748,52,1,2,5,1,2,1,0,7,3,428,1,1013,0,0,1.4,93.73,-40.94,5.2,5296.06,0.0
19749,28,8,2,3,1,2,1,0,7,1,3043,2,502,2,1,1.4,88.84,-51.38,1.64,5259.0,0.0
19750,35,1,1,6,1,1,1,0,5,5,3347,1,169,4,1,-1.8,93.27,-42.93,0.9,5132.35,0.0
19751,45,2,2,4,1,2,1,0,7,2,85,4,985,0,0,1.4,90.63,-42.65,5.07,5332.66,0.0
19752,33,1,2,4,1,2,1,0,4,1,1676,2,597,4,1,-1.8,95.63,-25.91,3.86,5124.84,0.0
19753,45,5,2,6,1,1,1,0,11,1,577,1,960,0,0,-0.1,89.84,-41.53,4.24,5216.58,0.0
19754,42,2,1,3,1,1,1,1,5,3,166,0,1025,0,0,-1.8,94.53,-38.04,0.68,4788.31,0.0
19755,56,6,2,6,1,2,1,1,5,2,180,0,990,0,0,1.1,96.34,-37.12,5.05,5434.97,0.0
19756,56,6,2,6,1,2,1,0,8,4,49,3,1031,0,0,1.4,94.09,-35.91,4.93,5160.13,0.0
19757,40,2,1,3,0,1,1,1,7,2,125,0,1030,0,0,1.4,95.79,-41.67,4.87,5139.22,0.0
19758,39,5,1,4,0,2,1,1,5,2,136,2,952,0,0,1.1,92.02,-37.78,4.96,5325.96,0.0
19759,58,5,2,6,1,1,1,0,10,5,4272,4,736,6,2,-3.4,90.52,-33.49,4.58,5407.68,0.0
19760,53,8,2,4,0,2,1,1,6,5,3357,3,512,0,1,1.4,91.39,-28.79,2.2,5262.04,0.0
19761,54,5,3,6,1,2,1,0,11,1,2299,0,781,5,1,-0.1,94.05,-35.37,2.71,4815.71,0.0
19762,48,8,1,5,0,2,1,1,5,2,199,1,986,0,0,1.1,93.05,-35.05,4.71,5170.23,0.0
19763,31,5,1,6,1,1,1,0,11,2,2900,2,594,3,0,-0.1,92.18,-51.6,4.28,4826.16,0.0
19764,31,1,2,5,1,2,2,1,5,4,9,1,1018,0,0,1.1,95.96,-36.94,4.91,5030.07,0.0
19765,31,5,1,6,1,2,1,0,11,1,82,1,1022,0,0,-0.1,89.93,-41.49,4.23,5200.99,0.0
19766,24,2,1,4,1,1,1,0,3,4,117,2,955,0,0,-1.8,91.87,-34.13,0.62,5023.72,0.0
19767,77,11,3,5,1,1,0,1,11,1,4027,52,44,6,0,1.4,91.42,-32.86,5.21,5454.66,1.0
19768,38,3,2,6,0,1,1,0,11,1,96,2,990,1,1,-0.1,88.63,-40.65,4.18,5029.53,0.0
19769,40,8,2,4,1,2,1,0,5,5,148,1,1023,1,1,-1.8,88.8,-45.59,1.3,5206.18,0.0
19770,29,3,2,3,1,2,1,1,9,3,328,5,10,3,2,-1.1,97.91,-49.45,1.01,4755.12,0.0
19771,57,6,2,3,1,2,1,1,5,3,4551,3,304,1,1,1.1,97.28,-32.03,0.63,4800.75,0.0
19772,45,1,2,5,1,1,1,0,4,4,2933,2,816,1,0,-1.8,91.51,-36.17,4.34,4894.51,0.0
19773,32,1,2,6,1,1,1,1,5,5,184,1,1002,0,0,1.1,97.28,-35.52,5.08,5429.78,0.0
19774,39,10,2,6,1,1,1,0,5,1,2360,3,343,1,1,-1.8,97.25,-33.61,0.89,5291.7,0.0
19775,24,1,2,5,0,1,1,1,6,1,55,0,763,6,0,1.4,91.26,-43.24,4.76,5302.24,0.0
19776,52,5,2,6,1,1,1,0,8,2,608,0,1000,0,0,-2.9,93.12,-29.95,0.92,4984.82,1.0
19777,47,2,2,3,0,2,1,1,6,5,899,3,550,5,1,1.4,96.25,-35.4,2.77,5200.37,0.0
19778,35,2,2,4,0,1,1,1,5,5,3662,3,859,6,2,1.1,88.69,-32.92,4.01,5075.89,0.0
19779,54,10,2,7,1,1,1,0,11,5,118,1,968,1,1,-0.1,97.3,-43.84,4.04,5086.68,0.0
19780,29,1,1,5,1,1,1,0,8,5,2039,1,114,1,2,1.4,90.92,-48.58,1.56,5141.99,0.0
19781,35,11,2,7,1,1,1,0,11,3,4549,0,261,0,1,-0.1,89.3,-39.86,4.86,5028.83,0.0
19782,32,1,1,6,1,2,2,0,3,2,289,1,956,0,0,-1.8,95.79,-36.22,0.65,5098.85,1.0
19783,27,2,2,2,1,2,1,0,5,3,95,2,1032,0,0,-1.8,95.86,-47.17,1.32,4930.82,0.0
19784,51,10,3,7,1,1,1,1,5,1,4575,3,553,0,2,1.1,88.89,-44.4,1.63,4898.27,0.0
19785,31,2,2,2,0,1,1,0,7,4,728,1,968,0,0,1.4,93.35,-40.69,4.93,5003.29,0.0
19786,42,6,3,6,2,1,0,1,5,2,2082,13,144,6,0,1.1,89.83,-48.54,3.39,4872.39,1.0
19787,51,8,2,5,1,2,1,0,8,2,49,8,1029,0,0,1.4,91.38,-34.72,5.18,5358.8,0.0
19788,48,1,2,4,1,2,1,0,8,4,14,5,986,0,0,1.4,96.43,-35.16,4.96,5348.34,0.0
19789,57,1,2,5,0,2,1,0,5,2,134,2,978,1,1,-1.8,94.47,-48.09,1.33,5114.39,0.0
19790,61,2,3,2,0,1,1,0,7,3,100,2,971,0,0,1.4,93.16,-41.29,4.75,5416.31,0.0
19791,31,2,1,4,1,1,1,0,5,3,4728,4,7,3,1,-1.8,91.24,-36.94,1.09,5253.87,0.0
19792,46,10,2,5,1,2,1,0,10,4,208,1,1044,0,0,-3.4,95.48,-26.11,0.68,4892.06,1.0
19793,68,7,3,1,2,0,1,1,11,5,108,22,1048,0,0,1.4,91.28,-44.45,5.04,5306.52,0.0
19794,46,10,2,7,1,2,1,0,7,3,1462,0,895,4,0,1.4,91.86,-39.48,1.97,5107.7,0.0
19795,51,10,3,7,1,2,1,0,11,3,4801,0,359,2,1,-0.1,96.54,-33.64,2.01,5128.78,0.0
19796,26,11,1,6,1,2,1,1,4,2,300,3,1017,0,0,-1.8,91.3,-49.12,1.37,4884.93,1.0
19797,43,2,2,2,0,2,1,1,5,2,385,2,1025,0,0,1.1,98.31,-37.89,5.08,5004.12,0.0
19798,35,2,2,4,1,2,1,0,5,3,478,2,1046,0,0,-1.8,89.36,-47.21,1.31,5037.91,0.0
19799,54,10,3,6,1,2,2,0,8,3,2514,3,180,0,1,1.4,93.79,-51.84,3.16,5014.64,0.0
19800,26,8,1,5,1,2,1,0,7,5,38,4,965,0,0,1.4,91.85,-42.52,4.85,5484.27,0.0
19801,36,11,2,6,1,2,1,0,8,4,3046,1,1007,4,1,-2.9,95.12,-37.47,3.82,5174.99,0.0
19802,48,10,2,7,1,2,1,1,5,3,320,3,1002,0,0,1.1,97.56,-38.07,4.94,4967.78,0.0
19803,49,1,2,5,1,2,1,1,6,3,132,2,984,0,0,1.4,93.04,-42.25,5.14,5113.08,0.0
19804,57,2,2,0,0,2,1,0,8,5,4040,1,634,3,0,1.4,97.76,-50.22,4.61,5017.16,0.0
19805,37,1,2,6,1,2,1,0,11,5,1929,1,570,6,0,-0.1,89.37,-39.07,2.21,5083.54,0.0
19806,44,1,1,5,1,1,1,1,11,5,4387,4,661,2,0,-0.1,93.58,-43.9,4.51,5306.31,0.0
19807,36,1,2,5,1,2,1,1,7,2,302,7,1046,0,0,-2.9,96.63,-33.16,0.91,5025.43,0.0
19808,42,1,1,6,1,2,1,1,5,3,143,1,1023,0,0,1.1,93.71,-36.29,4.73,5009.31,0.0
19809,28,2,3,5,1,2,1,0,7,2,263,1,990,0,0,1.4,91.85,-41.76,4.84,5024.2,0.0
19810,40,10,2,6,1,2,2,0,8,4,3794,4,49,3,0,1.4,93.58,-48.71,2.9,5099.62,0.0
19811,39,10,1,7,1,2,1,0,8,4,89,0,957,0,0,1.4,93.72,-34.94,4.81,5332.66,0.0
19812,33,8,3,6,1,2,1,1,7,2,1989,2,674,4,0,1.4,92.41,-48.62,1.01,5033.84,0.0
19813,41,1,2,5,1,2,2,0,7,1,233,15,974,0,0,1.4,93.35,-44.57,4.98,5071.25,0.0
19814,44,7,3,7,1,2,2,0,6,4,4026,1,294,2,1,-1.7,96.48,-48.3,3.34,5330.08,0.0
19815,38,10,1,7,1,1,2,0,5,5,20,6,1028,0,0,-1.8,95.02,-48.32,1.2,5277.56,0.0
19816,41,2,2,2,1,2,2,0,5,2,308,1,978,0,0,-1.8,92.05,-47.9,1.27,5027.71,0.0
19817,34,1,2,6,1,1,1,0,7,3,251,2,357,0,1,1.4,90.11,-31.87,4.92,5293.8,1.0
19818,47,1,2,5,1,1,2,1,5,2,190,2,985,0,0,1.1,92.3,-35.99,4.61,5305.2,0.0
19819,55,1,2,6,1,1,1,0,8,5,1702,1,113,2,0,-2.9,95.73,-35.67,2.58,4897.19,0.0
19820,45,2,3,2,0,2,2,0,4,1,4480,2,558,3,0,-1.8,96.9,-33.25,2.33,5195.23,0.0
19821,40,10,2,6,0,1,1,1,6,2,2379,0,526,2,0,1.4,94.95,-39.1,1.37,5165.09,0.0
19822,29,1,2,6,1,1,2,0,8,1,33,10,1007,0,0,1.4,94.09,-36.85,4.76,5092.16,0.0
19823,37,5,2,6,1,2,1,1,11,2,158,4,981,0,0,-0.1,95.9,-41.07,4.09,5237.36,0.0
19824,61,6,3,2,0,2,1,1,6,5,37,2,995,0,0,1.4,95.5,-43.38,5.09,5479.04,0.0
19825,43,3,2,4,0,1,1,1,6,4,139,0,1024,0,0,1.4,89.83,-40.42,4.73,5086.94,0.0
19826,26,10,1,4,0,1,1,0,7,5,177,6,438,4,1,1.4,96.92,-34.94,3.42,4957.2,0.0
19827,36,2,2,4,1,2,1,0,11,1,98,2,1019,1,1,-0.1,91.89,-41.16,4.14,4951.59,0.0
19828,46,1,3,6,1,1,1,0,8,5,474,6,286,4,0,1.4,89.71,-35.98,1.55,5174.71,0.0
19829,51,10,2,5,1,1,1,0,7,1,282,1,6,3,2,-1.7,96.57,-41.87,0.9,5136.35,1.0
19830,32,2,2,5,0,1,1,1,5,2,179,0,999,0,0,1.1,91.64,-37.85,5.08,4972.97,0.0
19831,54,8,2,5,0,1,1,0,4,5,402,0,962,1,1,-1.8,95.86,-49.36,1.42,5078.7,0.0
19832,35,10,3,7,1,2,1,0,7,1,2896,1,837,5,2,1.4,93.04,-34.96,2.56,4861.88,0.0
19833,31,10,1,7,1,2,1,0,8,2,495,2,1043,0,0,1.4,92.32,-34.33,5.05,5447.68,1.0
19834,25,1,1,5,1,2,1,0,7,1,109,2,966,0,0,1.4,94.38,-44.02,5.02,5107.85,0.0
19835,36,1,2,5,1,1,1,1,5,2,1289,1,978,0,0,-1.8,94.65,-47.07,1.31,5058.3,1.0
19836,36,1,1,6,1,2,1,0,8,4,93,0,35,1,0,1.4,94.77,-50.87,1.73,4791.56,0.0
19837,39,1,2,6,1,1,1,0,8,4,422,2,967,0,0,1.4,90.45,-37.07,4.83,5364.03,0.0
19838,68,6,2,2,1,2,1,0,4,2,3499,0,29,5,1,-1.8,91.77,-34.2,1.43,4841.84,0.0
